line_id,order_id,so_number,product_code,quantity,unit_price,line_total,created_at
8863,838,BH26.0163,000219002012000,3.0,1758333.0,5274999.0,2026-05-20 04:20:41
8864,838,BH26.0163,000331002008000,2.0,1813333.0,3626666.0,2026-05-20 04:20:41
8865,838,BH26.0163,000331002004000,2.0,1813333.0,3626666.0,2026-05-20 04:20:41
8866,838,BH26.0163,000331002022000,2.0,1813333.0,3626666.0,2026-05-20 04:20:41
8867,838,BH26.0163,000217003001000,3.0,1605555.0,4816665.0,2026-05-20 04:20:41
8868,838,BH26.0163,000217003008000,1.0,1605555.0,1605555.0,2026-05-20 04:20:41
8869,838,BH26.0163,000401002016000,2.0,1544444.0,3088888.0,2026-05-20 04:20:41
8870,838,BH26.0163,000331002001000,3.0,1813333.0,5439999.0,2026-05-20 04:20:41
8871,838,BH26.0163,000226003014000,2.0,1697222.0,3394444.0,2026-05-20 04:20:41
8872,838,BH26.0163,000230002014000,2.0,1813333.0,3626666.0,2026-05-20 04:20:41
8873,838,BH26.0163,000231002002000,1.0,2186111.0,2186111.0,2026-05-20 04:20:41
8874,838,BH26.0163,000231002023000,1.0,2186111.0,2186111.0,2026-05-20 04:20:41
8875,839,BH26.0164,000331002001000,3.0,1813333.0,5439999.0,2026-05-20 04:20:41
8876,839,BH26.0164,000331002008000,2.0,1813333.0,3626666.0,2026-05-20 04:20:41
8877,839,BH26.0164,000331002004000,1.0,1813333.0,1813333.0,2026-05-20 04:20:41
8878,839,BH26.0164,000125002009000,4.0,1324444.0,5297776.0,2026-05-20 04:20:41
8879,839,BH26.0164,000125002013000,1.0,1324444.0,1324444.0,2026-05-20 04:20:41
8880,839,BH26.0164,000336002001000,1.0,1391666.0,1391666.0,2026-05-20 04:20:41
8881,839,BH26.0164,000336002004000,1.0,1391666.0,1391666.0,2026-05-20 04:20:41
8882,839,BH26.0164,1000320050020000,1.0,2974444.0,2974444.0,2026-05-20 04:20:41
8883,839,BH26.0164,1000320050200000,1.0,2974444.0,2974444.0,2026-05-20 04:20:41
8884,840,BH26.0165,000224002009000,1.0,1568888.0,1568888.0,2026-05-20 04:20:41
8885,840,BH26.0165,000224002023000,1.0,1568888.0,1568888.0,2026-05-20 04:20:41
8886,840,BH26.0165,000225002023000,3.0,1630000.0,4890000.0,2026-05-20 04:20:41
8887,840,BH26.0165,000225002015000,3.0,1630000.0,4890000.0,2026-05-20 04:20:41
8888,840,BH26.0165,000225002002000,2.0,1630000.0,3260000.0,2026-05-20 04:20:41
8889,840,BH26.0165,000331002001000,1.0,1813333.0,1813333.0,2026-05-20 04:20:41
8890,840,BH26.0165,000331002004000,1.0,1813333.0,1813333.0,2026-05-20 04:20:41
8891,840,BH26.0165,000331002022000,1.0,1813333.0,1813333.0,2026-05-20 04:20:41
8892,841,BH26.0166,000231002023000,4.0,2186111.0,8744444.0,2026-05-20 04:20:41
8893,841,BH26.0166,000331002001000,1.0,1813333.0,1813333.0,2026-05-20 04:20:41
8894,841,BH26.0166,000331002008000,2.0,1813333.0,3626666.0,2026-05-20 04:20:41
8895,841,BH26.0166,000331002001000,12.0,1813333.0,21759996.0,2026-05-20 04:20:41
8896,841,BH26.0166,000331002008000,15.0,1813333.0,27199995.0,2026-05-20 04:20:41
8897,841,BH26.0166,000231002023000,2.0,2186111.0,4372222.0,2026-05-20 04:20:41
8898,842,BH26.0167,000230002013000,1.0,2768519.0,2768519.0,2026-05-20 04:20:41
8899,837,BH26.0168,000207004000000,1.0,2361111.0,2361111.0,2026-05-20 04:20:41
8900,883,BH26.0169,000217002007000,2.0,2268518.5,4537037.0,2026-05-20 04:20:41
8901,883,BH26.0169,000217002001000,1.0,2268518.5,2268519.0,2026-05-20 04:20:41
8902,882,BH26.0170,000216002007000,19.0,1574074.1,29907408.0,2026-05-20 04:20:41
8903,873,BH26.0171,000217003005000,2.0,1605555.0,3211110.0,2026-05-20 04:20:41
8904,873,BH26.0171,000217003001000,5.0,1605555.0,8027775.0,2026-05-20 04:20:41
8905,873,BH26.0171,000331002004000,1.0,1813333.0,1813333.0,2026-05-20 04:20:41
8906,873,BH26.0171,000331002001000,4.0,1813333.0,7253332.0,2026-05-20 04:20:41
8907,873,BH26.0171,000331002008000,4.0,1813333.0,7253332.0,2026-05-20 04:20:41
8908,873,BH26.0171,000225002002000,1.0,1630000.0,1630000.0,2026-05-20 04:20:41
8909,873,BH26.0171,000225002023000,1.0,1630000.0,1630000.0,2026-05-20 04:20:41
8910,881,BH26.0172,000230002013000,3.0,1813333.0,5439999.0,2026-05-20 04:20:41
8911,881,BH26.0172,000230002023000,4.0,1813333.0,7253332.0,2026-05-20 04:20:41
8912,881,BH26.0172,000230002002000,3.0,1813333.0,5439999.0,2026-05-20 04:20:41
8913,881,BH26.0172,000230002009000,1.0,1813333.0,1813333.0,2026-05-20 04:20:41
8914,881,BH26.0172,000217003008000,10.0,1605555.0,16055550.0,2026-05-20 04:20:41
8915,881,BH26.0172,000217003005000,2.0,1605555.0,3211110.0,2026-05-20 04:20:41
8916,881,BH26.0172,000217003001000,2.0,1605555.0,3211110.0,2026-05-20 04:20:41
8917,881,BH26.0172,000131002004005,2.0,1183796.0,2367592.0,2026-05-20 04:20:41
8918,881,BH26.0172,000216003008000,6.0,1544444.0,9266664.0,2026-05-20 04:20:41
8919,881,BH26.0172,000216003001000,2.0,1544444.0,3088888.0,2026-05-20 04:20:41
8920,880,BH26.0173,000124002024000,10.0,1111111.0,11111110.0,2026-05-20 04:20:41
8921,880,BH26.0173,000226003023000,3.0,1697222.0,5091666.0,2026-05-20 04:20:41
8922,880,BH26.0173,000226003015000,3.0,1697222.0,5091666.0,2026-05-20 04:20:41
8923,880,BH26.0173,000226003014000,2.0,1697222.0,3394444.0,2026-05-20 04:20:41
8924,880,BH26.0173,000230002023000,3.0,1813333.0,5439999.0,2026-05-20 04:20:41
8925,880,BH26.0173,000125002013000,2.0,1324444.0,2648888.0,2026-05-20 04:20:41
8926,880,BH26.0173,000401002016000,5.0,1544444.0,7722220.0,2026-05-20 04:20:41
8927,880,BH26.0173,000214004000000,3.0,1544444.0,4633332.0,2026-05-20 04:20:41
8928,880,BH26.0173,000224002023000,2.0,1568888.0,3137776.0,2026-05-20 04:20:41
8929,880,BH26.0173,000230002013000,2.0,1813333.0,3626666.0,2026-05-20 04:20:41
8930,879,BH26.0174,1000400050020000,7.0,2974444.0,20821108.0,2026-05-20 04:20:41
8931,879,BH26.0174,1000400050010000,5.0,2974444.0,14872220.0,2026-05-20 04:20:41
8932,879,BH26.0174,1000400050080010,3.0,2974444.0,8923332.0,2026-05-20 04:20:41
8933,879,BH26.0174,1000400050200000,2.0,2974444.0,5948888.0,2026-05-20 04:20:41
8934,879,BH26.0174,000217002007000,2.0,1483333.0,2966666.0,2026-05-20 04:20:41
8935,879,BH26.0174,000217002001000,2.0,1483333.0,2966666.0,2026-05-20 04:20:41
8936,878,BH26.0175,100029005090000,1.0,2974444.0,2974444.0,2026-05-20 04:20:41
8937,878,BH26.0175,100029005080000,1.0,2974444.0,2974444.0,2026-05-20 04:20:41
8938,878,BH26.0175,1000400050020000,1.0,2974444.0,2974444.0,2026-05-20 04:20:41
8939,878,BH26.0175,1000400050080010,1.0,2974444.0,2974444.0,2026-05-20 04:20:41
8940,878,BH26.0175,1000400050010000,1.0,2974444.0,2974444.0,2026-05-20 04:20:41
8941,878,BH26.0175,1000400050090000,1.0,2974444.0,2974444.0,2026-05-20 04:20:41
8942,878,BH26.0175,000230002002000,2.0,1813333.0,3626666.0,2026-05-20 04:20:41
8943,878,BH26.0175,000230002023000,2.0,1813333.0,3626666.0,2026-05-20 04:20:41
8944,878,BH26.0175,000230002009000,2.0,1813333.0,3626666.0,2026-05-20 04:20:41
8945,878,BH26.0175,000230002013000,2.0,1813333.0,3626666.0,2026-05-20 04:20:41
8946,877,BH26.0176,000224002023000,5.0,1568888.0,7844440.0,2026-05-20 04:20:41
8947,877,BH26.0176,000224002015000,1.0,1568888.0,1568888.0,2026-05-20 04:20:41
8948,877,BH26.0176,000224002026000,1.0,1568888.0,1568888.0,2026-05-20 04:20:41
8949,877,BH26.0176,000225002023000,2.0,1630000.0,3260000.0,2026-05-20 04:20:41
8950,877,BH26.0176,000225002015000,2.0,1630000.0,3260000.0,2026-05-20 04:20:41
8951,877,BH26.0176,000225002025000,1.0,1630000.0,1630000.0,2026-05-20 04:20:41
8952,877,BH26.0176,000225002024000,1.0,1630000.0,1630000.0,2026-05-20 04:20:41
8953,877,BH26.0176,000217002007000,1.0,1483333.0,1483333.0,2026-05-20 04:20:41
8954,877,BH26.0176,000219002012000,1.0,1758333.0,1758333.0,2026-05-20 04:20:41
8955,877,BH26.0176,000209002025000,2.0,1483333.0,2966666.0,2026-05-20 04:20:41
8956,877,BH26.0176,000125002009000,2.0,1324444.0,2648888.0,2026-05-20 04:20:41
8957,876,BH26.0177,1000250020050000,3.0,1133611.0,3400833.0,2026-05-20 04:20:41
8958,876,BH26.0177,1000220020220000,8.0,1133611.0,9068888.0,2026-05-20 04:20:41
8959,876,BH26.0177,000125002009000,1.0,1561389.0,1561389.0,2026-05-20 04:20:41
8960,876,BH26.0177,000334002013000,5.0,1960648.0,9803240.0,2026-05-20 04:20:41
8961,876,BH26.0177,000335002001000,3.0,2488241.0,7464723.0,2026-05-20 04:20:41
8962,876,BH26.0177,000226003023000,2.0,1996296.3,3992593.0,2026-05-20 04:20:41
8963,875,BH26.0178,000337002022000,3.0,1925000.0,5775000.0,2026-05-20 04:20:41
8964,875,BH26.0178,000225002002000,6.0,1917870.3,11507222.0,2026-05-20 04:20:41
8965,875,BH26.0178,000217003001000,6.0,1846574.0,11079444.0,2026-05-20 04:20:41
8966,875,BH26.0178,1000320050010000,8.0,3486389.0,27891112.0,2026-05-20 04:20:41
8967,875,BH26.0178,1000400050200000,3.0,3486389.0,10459167.0,2026-05-20 04:20:41
8968,874,BH26.0179,1000250020050000,3.0,1133611.0,3400833.0,2026-05-20 04:20:41
8969,874,BH26.0179,1000220020220000,2.0,1133611.0,2267222.0,2026-05-20 04:20:41
8970,874,BH26.0179,000334002013000,3.0,1960648.0,5881944.0,2026-05-20 04:20:41
8971,874,BH26.0179,000226003023000,2.0,1996296.3,3992593.0,2026-05-20 04:20:41
8972,874,BH26.0179,000335002001000,3.0,2488241.0,7464723.0,2026-05-20 04:20:41
8973,874,BH26.0179,000337002022000,3.0,1925000.0,5775000.0,2026-05-20 04:20:41
8974,874,BH26.0179,000217003001000,3.0,1846574.0,5539722.0,2026-05-20 04:20:41
8975,874,BH26.0179,000225002002000,8.0,1917870.3,15342962.0,2026-05-20 04:20:41
8976,874,BH26.0179,1000320050010000,2.0,3486389.0,6972778.0,2026-05-20 04:20:41
8977,874,BH26.0179,1000400050200000,3.0,3486389.0,10459167.0,2026-05-20 04:20:41
8978,884,BH26.0180,1000210020090000,3.0,1062315.0,3186945.0,2026-05-20 04:20:41
8979,884,BH26.0180,1000250020050000,3.0,1133611.0,3400833.0,2026-05-20 04:20:41
8980,884,BH26.0180,1000220020220000,1.0,1133611.0,1133611.0,2026-05-20 04:20:41
8981,884,BH26.0180,000334002013000,1.0,1960648.0,1960648.0,2026-05-20 04:20:41
8982,884,BH26.0180,000335002001000,2.0,2488241.0,4976482.0,2026-05-20 04:20:41
8983,884,BH26.0180,000226003023000,3.0,1996296.0,5988888.0,2026-05-20 04:20:41
8984,884,BH26.0180,000217003001000,2.0,1846574.0,3693148.0,2026-05-20 04:20:41
8985,884,BH26.0180,1000320050010000,2.0,3486389.0,6972778.0,2026-05-20 04:20:41
8986,884,BH26.0180,1000400050200000,3.0,3486389.0,10459167.0,2026-05-20 04:20:41
8987,872,BH26.0181,000217003008000,2.0,2453704.0,4907408.0,2026-05-20 04:20:41
8988,872,BH26.0181,000217003001000,1.0,2453704.0,2453704.0,2026-05-20 04:20:41
8989,866,BH26.0182,000336002004000,2.0,1391666.0,2783332.0,2026-05-20 04:20:41
8990,866,BH26.0182,000226003002000,2.0,1697222.0,3394444.0,2026-05-20 04:20:41
8991,866,BH26.0182,000336002022000,2.0,1391666.0,2783332.0,2026-05-20 04:20:41
8992,866,BH26.0182,000337002008000,3.0,1636111.0,4908333.0,2026-05-20 04:20:41
8993,866,BH26.0182,000331002001000,4.0,1813333.0,7253332.0,2026-05-20 04:20:41
8994,866,BH26.0182,000230002023000,2.0,1813333.0,3626666.0,2026-05-20 04:20:41
8995,866,BH26.0182,000226003023000,2.0,1697222.0,3394444.0,2026-05-20 04:20:41
8996,866,BH26.0182,000224002015000,3.0,1568888.0,4706664.0,2026-05-20 04:20:41
8997,866,BH26.0182,000217003001000,2.0,1605555.0,3211110.0,2026-05-20 04:20:41
8998,866,BH26.0182,000401002016000,1.0,1544444.0,1544444.0,2026-05-20 04:20:41
8999,866,BH26.0182,1000230020090000,2.0,896666.0,1793332.0,2026-05-20 04:20:41
9000,866,BH26.0182,000217003008000,2.0,1605555.0,3211110.0,2026-05-20 04:20:41
9001,866,BH26.0182,000336002001000,2.0,1391666.0,2783332.0,2026-05-20 04:20:41
9002,863,BH26.0183,1000320050010000,1.0,2974444.0,2974444.0,2026-05-20 04:20:41
9003,864,BH26.0184,000207004000000,2.0,1544444.0,3088888.0,2026-05-20 04:20:41
9004,864,BH26.0184,000401002016000,5.0,1544444.0,7722220.0,2026-05-20 04:20:41
9005,864,BH26.0184,000225002023000,5.0,1630000.0,8150000.0,2026-05-20 04:20:41
9006,864,BH26.0184,000230002009000,3.0,1813333.0,5439999.0,2026-05-20 04:20:41
9007,864,BH26.0184,000230002013000,3.0,1813333.0,5439999.0,2026-05-20 04:20:41
9008,864,BH26.0184,000230002023000,3.0,1813333.0,5439999.0,2026-05-20 04:20:41
9009,864,BH26.0184,000336002001000,2.0,1391666.0,2783332.0,2026-05-20 04:20:41
9010,864,BH26.0184,000336002022000,2.0,1391666.0,2783332.0,2026-05-20 04:20:41
9011,864,BH26.0184,000232003008000,1.0,2247222.0,2247222.0,2026-05-20 04:20:41
9012,864,BH26.0184,000232003009000,1.0,2247222.0,2247222.0,2026-05-20 04:20:41
9013,864,BH26.0184,000232003002000,1.0,2247222.0,2247222.0,2026-05-20 04:20:41
9014,864,BH26.0184,000226003015000,3.0,1697222.0,5091666.0,2026-05-20 04:20:41
9015,862,BH26.0185,000124002009000,2.0,1111111.0,2222222.0,2026-05-20 04:20:41
9016,862,BH26.0185,000225002023000,8.0,1630000.0,13040000.0,2026-05-20 04:20:41
9017,862,BH26.0185,000225002002000,5.0,1630000.0,8150000.0,2026-05-20 04:20:41
9018,862,BH26.0185,000225002025000,3.0,1630000.0,4890000.0,2026-05-20 04:20:41
9019,862,BH26.0185,000225002015000,2.0,1630000.0,3260000.0,2026-05-20 04:20:41
9020,862,BH26.0185,000125002009000,2.0,1324444.0,2648888.0,2026-05-20 04:20:41
9021,865,BH26.0186,000209002007000,1.0,1483333.0,1483333.0,2026-05-20 04:20:41
9022,865,BH26.0186,000333002008000,2.0,2308333.0,4616666.0,2026-05-20 04:20:41
9023,865,BH26.0186,000209002025000,1.0,1483333.0,1483333.0,2026-05-20 04:20:41
9024,865,BH26.0186,000209002007000,1.0,1483333.0,1483333.0,2026-05-20 04:20:41
9025,865,BH26.0186,000225002023000,5.0,1630000.0,8150000.0,2026-05-20 04:20:41
9026,865,BH26.0186,000225002015000,2.0,1630000.0,3260000.0,2026-05-20 04:20:41
9027,865,BH26.0186,000225002002000,2.0,1630000.0,3260000.0,2026-05-20 04:20:41
9028,865,BH26.0186,000225002025000,1.0,1630000.0,1630000.0,2026-05-20 04:20:41
9029,865,BH26.0186,000224002023000,2.0,1568888.0,3137776.0,2026-05-20 04:20:41
9030,865,BH26.0186,000224002026000,1.0,1568888.0,1568888.0,2026-05-20 04:20:41
9031,865,BH26.0186,000224002002000,1.0,1568888.0,1568888.0,2026-05-20 04:20:41
9032,865,BH26.0186,000224002015000,1.0,1568888.0,1568888.0,2026-05-20 04:20:41
9033,865,BH26.0186,000125002009000,4.0,1324444.0,5297776.0,2026-05-20 04:20:41
9034,865,BH26.0186,000125002023000,1.0,1324444.0,1324444.0,2026-05-20 04:20:41
9035,865,BH26.0186,1000400050010000,2.0,2974444.0,5948888.0,2026-05-20 04:20:41
9036,865,BH26.0186,1000400050020000,1.0,2974444.0,2974444.0,2026-05-20 04:20:41
9037,865,BH26.0186,1000400050080010,1.0,2974444.0,2974444.0,2026-05-20 04:20:41
9038,865,BH26.0186,1000400050200000,1.0,2974444.0,2974444.0,2026-05-20 04:20:41
9039,865,BH26.0186,1000310050080000,1.0,2664259.0,2664259.0,2026-05-20 04:20:41
9040,865,BH26.0186,1000320050010000,1.0,2974444.0,2974444.0,2026-05-20 04:20:41
9041,865,BH26.0186,1000320050020000,1.0,2974444.0,2974444.0,2026-05-20 04:20:41
9042,865,BH26.0186,1000320050200000,1.0,2974444.0,2974444.0,2026-05-20 04:20:41
9043,865,BH26.0186,000333002008000,2.0,2308333.0,4616666.0,2026-05-20 04:20:41
9044,865,BH26.0186,000131002001002,1.0,1183796.0,1183796.0,2026-05-20 04:20:41
9045,865,BH26.0186,000131002004005,1.0,1183796.0,1183796.0,2026-05-20 04:20:41
9046,865,BH26.0186,000131002008001,1.0,1183796.0,1183796.0,2026-05-20 04:20:41
9047,865,BH26.0186,000131002019002,1.0,1183796.0,1183796.0,2026-05-20 04:20:41
9048,871,BH26.0187,000125002009000,12.0,1050000.0,12600000.0,2026-05-20 04:20:41
9049,871,BH26.0187,000125002023000,10.0,1050000.0,10500000.0,2026-05-20 04:20:41
9050,871,BH26.0187,000125002002000,6.0,1050000.0,6300000.0,2026-05-20 04:20:41
9051,871,BH26.0187,000105002013000,3.0,470000.0,1410000.0,2026-05-20 04:20:41
9052,871,BH26.0187,000106002001000,3.0,500000.0,1500000.0,2026-05-20 04:20:41
9053,871,BH26.0187,000105002004000,2.0,470000.0,940000.0,2026-05-20 04:20:41
9054,871,BH26.0187,000125002013000,2.0,1050000.0,2100000.0,2026-05-20 04:20:41
9055,871,BH26.0187,000224002023000,2.0,1130000.0,2260000.0,2026-05-20 04:20:41
9056,871,BH26.0187,000224002026000,2.0,1130000.0,2260000.0,2026-05-20 04:20:41
9057,871,BH26.0187,000230002013000,2.0,1280000.0,2560000.0,2026-05-20 04:20:41
9058,871,BH26.0187,000230002023000,2.0,1280000.0,2560000.0,2026-05-20 04:20:41
9059,867,BH26.0188,1040010000080000,4.0,1340740.0,5362960.0,2026-05-20 04:20:41
9060,867,BH26.0188,000106002004000,2.0,1275925.0,2551850.0,2026-05-20 04:20:41
9061,867,BH26.0188,000125002013000,2.0,1324444.0,2648888.0,2026-05-20 04:20:41
9062,867,BH26.0188,000125002023000,2.0,1324444.0,2648888.0,2026-05-20 04:20:41
9063,867,BH26.0188,000125002002000,2.0,1324444.0,2648888.0,2026-05-20 04:20:41
9064,868,BH26.0189,000225002025000,3.0,1630000.0,4890000.0,2026-05-20 04:20:41
9065,868,BH26.0189,000225002002000,2.0,1630000.0,3260000.0,2026-05-20 04:20:41
9066,868,BH26.0189,000225002009000,1.0,1630000.0,1630000.0,2026-05-20 04:20:41
9067,868,BH26.0189,000230002013000,5.0,1813333.0,9066665.0,2026-05-20 04:20:41
9068,868,BH26.0189,000230002009000,5.0,1813333.0,9066665.0,2026-05-20 04:20:41
9069,868,BH26.0189,000230002023000,3.0,1813333.0,5439999.0,2026-05-20 04:20:41
9070,868,BH26.0189,000217003001000,5.0,1605555.0,8027775.0,2026-05-20 04:20:41
9071,868,BH26.0189,000401002016000,1.0,1544444.0,1544444.0,2026-05-20 04:20:41
9072,868,BH26.0189,100029005010000,1.0,2974444.0,2974444.0,2026-05-20 04:20:41
9073,868,BH26.0189,100029005220000,1.0,2974444.0,2974444.0,2026-05-20 04:20:41
9074,869,BH26.0190,000336002001000,1.0,1391666.0,1391666.0,2026-05-20 04:20:41
9075,869,BH26.0190,000336002022000,1.0,1391666.0,1391666.0,2026-05-20 04:20:41
9076,869,BH26.0190,1000400050010000,5.0,2974444.0,14872220.0,2026-05-20 04:20:41
9077,869,BH26.0190,1000400050080010,2.0,2974444.0,5948888.0,2026-05-20 04:20:41
9078,869,BH26.0190,1000400050020000,1.0,2974444.0,2974444.0,2026-05-20 04:20:41
9079,869,BH26.0190,1000400050200000,2.0,2974444.0,5948888.0,2026-05-20 04:20:41
9080,869,BH26.0190,000333002022002,1.0,2308333.0,2308333.0,2026-05-20 04:20:41
9081,869,BH26.0190,000230002013000,3.0,1813333.0,5439999.0,2026-05-20 04:20:41
9082,869,BH26.0190,000230002009000,2.0,1813333.0,3626666.0,2026-05-20 04:20:41
9083,869,BH26.0190,1010030010220000,1.0,6854166.0,6854166.0,2026-05-20 04:20:41
9084,869,BH26.0190,1010030010130000,1.0,6854166.0,6854166.0,2026-05-20 04:20:41
9085,870,BH26.0191,000401002016000,4.0,1544444.0,6177776.0,2026-05-20 04:20:41
9086,870,BH26.0191,000230002009000,2.0,1813333.0,3626666.0,2026-05-20 04:20:41
9087,870,BH26.0191,000230002002000,2.0,1813333.0,3626666.0,2026-05-20 04:20:41
9088,870,BH26.0191,000230002013000,2.0,1813333.0,3626666.0,2026-05-20 04:20:41
9089,870,BH26.0191,000230002014000,2.0,1813333.0,3626666.0,2026-05-20 04:20:41
9090,870,BH26.0191,000230002023000,2.0,1813333.0,3626666.0,2026-05-20 04:20:41
9091,870,BH26.0191,000331002004000,2.0,1813333.0,3626666.0,2026-05-20 04:20:41
9092,870,BH26.0191,000208002007000,2.0,1422222.0,2844444.0,2026-05-20 04:20:41
9093,870,BH26.0191,000209002007000,2.0,1483333.0,2966666.0,2026-05-20 04:20:41
9094,870,BH26.0191,000209002025000,2.0,1483333.0,2966666.0,2026-05-20 04:20:41
9095,870,BH26.0191,000224002002000,1.0,1568888.0,1568888.0,2026-05-20 04:20:41
9096,870,BH26.0191,000224002004000,1.0,1568888.0,1568888.0,2026-05-20 04:20:41
9097,870,BH26.0191,000224002009000,1.0,1568888.0,1568888.0,2026-05-20 04:20:41
9098,870,BH26.0191,000224002015000,1.0,1568888.0,1568888.0,2026-05-20 04:20:41
9099,870,BH26.0191,000224002023000,2.0,1568888.0,3137776.0,2026-05-20 04:20:41
9100,870,BH26.0191,000224002024000,1.0,1568888.0,1568888.0,2026-05-20 04:20:41
9101,870,BH26.0191,000224002026000,1.0,1568888.0,1568888.0,2026-05-20 04:20:41
9102,870,BH26.0191,000225002002000,1.0,1630000.0,1630000.0,2026-05-20 04:20:41
9103,870,BH26.0191,000225002004000,1.0,1630000.0,1630000.0,2026-05-20 04:20:41
9104,870,BH26.0191,000225002025000,1.0,1630000.0,1630000.0,2026-05-20 04:20:41
9105,870,BH26.0191,000225002015000,1.0,1630000.0,1630000.0,2026-05-20 04:20:41
9106,870,BH26.0191,000225002023000,2.0,1630000.0,3260000.0,2026-05-20 04:20:41
9107,870,BH26.0191,000225002009000,1.0,1630000.0,1630000.0,2026-05-20 04:20:41
9108,870,BH26.0191,000225002024000,1.0,1630000.0,1630000.0,2026-05-20 04:20:41
9109,870,BH26.0191,1000310050080000,2.0,2664259.0,5328518.0,2026-05-20 04:20:41
9110,870,BH26.0191,1000310050200000,1.0,2664259.0,2664259.0,2026-05-20 04:20:41
9111,870,BH26.0191,000116002023000,3.0,787037.0,2361111.0,2026-05-20 04:20:41
9112,870,BH26.0191,000122002009000,3.0,1111111.0,3333333.0,2026-05-20 04:20:41
9113,870,BH26.0191,000122002004000,2.0,1111111.0,2222222.0,2026-05-20 04:20:41
9114,915,BH26.0192,000225002023000,2.0,1630000.0,3260000.0,2026-05-20 04:20:41
9115,915,BH26.0192,000225002025000,1.0,1630000.0,1630000.0,2026-05-20 04:20:41
9116,915,BH26.0192,000225002002000,2.0,1630000.0,3260000.0,2026-05-20 04:20:41
9117,915,BH26.0192,000217003001000,1.0,1605555.0,1605555.0,2026-05-20 04:20:41
9118,915,BH26.0192,000401002016000,5.0,1544444.0,7722220.0,2026-05-20 04:20:41
9119,915,BH26.0192,000226003014000,3.0,1697222.0,5091666.0,2026-05-20 04:20:41
9120,915,BH26.0192,000226003023000,5.0,1697222.0,8486110.0,2026-05-20 04:20:41
9121,916,BH26.0193,000331002008000,50.0,2212962.96,110648148.0,2026-05-20 04:20:41
9122,917,BH26.0194,000413002022000,1.0,4157407.0,4157407.0,2026-05-20 04:20:41
9123,918,BH26.0195,000217003005000,2.0,2453703.7,4907407.0,2026-05-20 04:20:41
9124,918,BH26.0195,000217003008000,2.0,2453703.7,4907407.0,2026-05-20 04:20:41
9125,918,BH26.0195,000217003001000,1.0,2453703.7,2453704.0,2026-05-20 04:20:41
9126,919,BH26.0196,000225002023000,5.0,1630000.0,8150000.0,2026-05-20 04:20:41
9127,919,BH26.0196,000224002023000,5.0,1568888.0,7844440.0,2026-05-20 04:20:41
9128,919,BH26.0196,000216003008000,3.0,1544444.0,4633332.0,2026-05-20 04:20:41
9129,919,BH26.0196,000217003008000,3.0,1605555.0,4816665.0,2026-05-20 04:20:41
9130,919,BH26.0196,000225002015000,5.0,1630000.0,8150000.0,2026-05-20 04:20:41
9131,919,BH26.0196,000224002015000,5.0,1568888.0,7844440.0,2026-05-20 04:20:41
9132,919,BH26.0196,000226003023000,3.0,1697222.0,5091666.0,2026-05-20 04:20:41
9133,920,BH26.0197,000226003023000,5.0,1996296.3,9981482.0,2026-05-20 04:20:41
9134,920,BH26.0197,000337002022000,2.0,1925000.0,3850000.0,2026-05-20 04:20:41
9135,920,BH26.0197,000225002002000,10.0,1917870.3,19178703.0,2026-05-20 04:20:41
9136,920,BH26.0197,000217003001000,2.0,1846574.0,3693148.0,2026-05-20 04:20:41
9137,920,BH26.0197,1000320050010000,3.0,3486389.0,10459167.0,2026-05-20 04:20:41
9138,920,BH26.0197,1000400050200000,3.0,3486389.0,10459167.0,2026-05-20 04:20:41
9139,928,BH26.0198,1000250020050000,2.0,1133611.0,2267222.0,2026-05-20 04:20:41
9140,928,BH26.0198,1000220020220000,2.0,1133611.0,2267222.0,2026-05-20 04:20:41
9141,928,BH26.0198,000334002013000,2.0,1960648.0,3921296.0,2026-05-20 04:20:41
9142,928,BH26.0198,000337002022000,2.0,1925000.0,3850000.0,2026-05-20 04:20:41
9143,928,BH26.0198,000335002001000,4.0,2488241.0,9952964.0,2026-05-20 04:20:41
9144,928,BH26.0198,000217003001000,6.0,1846574.0,11079444.0,2026-05-20 04:20:41
9145,928,BH26.0198,000225002002000,5.0,1917870.0,9589350.0,2026-05-20 04:20:41
9146,928,BH26.0198,1000400050200000,4.0,3486389.0,13945556.0,2026-05-20 04:20:41
9147,928,BH26.0198,1000320050010000,2.0,3486389.0,6972778.0,2026-05-20 04:20:41
9148,921,BH26.0199,1000250020050000,2.0,1133611.0,2267222.0,2026-05-20 04:20:41
9149,921,BH26.0199,1000220020220000,1.0,1133611.0,1133611.0,2026-05-20 04:20:41
9150,921,BH26.0199,000334002013000,4.0,1960648.0,7842592.0,2026-05-20 04:20:41
9151,921,BH26.0199,000337002022000,2.0,1925000.0,3850000.0,2026-05-20 04:20:41
9152,921,BH26.0199,000335002001000,1.0,2488241.0,2488241.0,2026-05-20 04:20:41
9153,921,BH26.0199,000226003023000,2.0,1996296.0,3992592.0,2026-05-20 04:20:41
9154,921,BH26.0199,000217003001000,2.0,1846574.0,3693148.0,2026-05-20 04:20:41
9155,921,BH26.0199,1000400050200000,2.0,3486389.0,6972778.0,2026-05-20 04:20:41
9156,921,BH26.0199,1000320050010000,2.0,3486389.0,6972778.0,2026-05-20 04:20:41
9157,922,BH26.0200,1000250020050000,3.0,1133611.0,3400833.0,2026-05-20 04:20:41
9158,922,BH26.0200,1000220020220000,3.0,1133611.0,3400833.0,2026-05-20 04:20:41
