order_id,so_number,invoice_symbol,invoice_number,order_date,customer_code,warehouse_code,payment_method,notes,total_amount,total_quantity,processing_status,created_at,updated_at
498,BH25.0526,C25TTN,00000546,2025-03-25,KH-00250,,,,32620000.0,26,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
499,BH25.0534,C25TTN,00000554,2025-03-25,KH-00097,,,,4462962.0,6,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
500,BH25.0544,C25TTN,00000564,2025-03-25,KH-00088,,,,73500000.0,60,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
501,BH25.0536,C25TTN,00000556,2025-03-25,KH-00130,,,,73260000.0,60,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
502,BH25.0537,C25TTN,00000557,2025-03-25,KH-00264,,,,73700000.0,62,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
503,BH25.0538,C25TTN,00000558,2025-03-25,KH-00282,,,,43680000.0,40,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
504,BH25.0539,C25TTN,00000559,2025-03-25,KH-00283,,,,71020000.0,60,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
505,BH25.0540,C25TTN,00000560,2025-03-25,KH-00284,,,,70940000.0,60,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
506,BH25.0541,C25TTN,00000561,2025-03-25,KH-00231,,,,52500000.0,60,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
507,BH25.0542,C25TTN,00000562,2025-03-25,KH-00246,,,,39700000.0,40,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
508,BH25.0543,C25TTN,00000563,2025-03-25,KH-00285,,,,50160000.0,42,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
509,BH25.0545,C25TTN,00000565,2025-03-25,KH-00016,,,,29200000.0,24,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
510,BH25.0546,C25TTN,00000566,2025-03-25,KH-00093,,,,48560000.0,40,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
511,BH25.0547,C25TTN,00000567,2025-03-25,KH-00192,,,,34580000.0,30,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
512,BH25.0548,C25TTN,00000568,2025-03-25,KH-00277,,,,117160000.0,100,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
513,BH25.0549,C25TTN,00000569,2025-03-25,KH-00091,,,,739200000.0,640,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
514,BH25.0519,C25TTN,00000539,2025-03-25,KH-00273,,,,89460000.0,80,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
515,BH25.0535,C25TTN,00000555,2025-03-25,KH-00281,,,,84150572.0,64,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
516,BH25.0518,C25TTN,00000538,2025-03-25,KH-00015,,,,39600000.0,20,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
517,BH25.0509,C25TTN,00000529,2025-03-25,KH-00155,,,,104540000.0,96,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
518,BH25.0516,C25TTN,00000536,2025-03-25,KH-00267,,,,100340000.0,80,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
519,BH25.0485,C25TTN,00000504,2025-03-25,KH-00173,,,,134065556.0,64,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
520,BH25.0486,C25TTN,00000505,2025-03-25,KH-00173,,,,77898334.0,30,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
521,BH25.0487,C25TTN,00000506,2025-03-25,KH-00173,,,,103864448.0,40,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
522,BH25.0488,C25TTN,00000507,2025-03-25,KH-00173,,,,223485366.0,96,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
523,BH25.0489,C25TTN,00000508,2025-03-25,KH-00173,,,,155796664.0,60,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
524,BH25.0490,C25TTN,00000509,2025-03-25,KH-00019,,,,512663146.0,262,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
525,BH25.0491,C25TTN,00000510,2025-03-25,KH-00019,,,,337559448.0,130,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
526,BH25.0492,C25TTN,00000511,2025-03-25,KH-00173,,,,229460000.0,122,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
527,BH25.0493,C25TTN,00000512,2025-03-25,KH-00268,,,,116280000.0,100,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
528,BH25.0494,C25TTN,00000513,2025-03-25,KH-00065,,,,34060000.0,30,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
529,BH25.0495,C25TTN,00000514,2025-03-25,KH-00242,,,,33480000.0,42,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
530,BH25.0496,C25TTN,00000515,2025-03-25,KH-00241,,,,105400000.0,90,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
531,BH25.0498,C25TTN,00000517,2025-03-25,KH-00254,,,,39465286.0,30,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
532,BH25.0499,C25TTN,00000518,2025-03-25,KH-00264,,,,107123352.0,94,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
533,BH25.0500,C25TTN,00000519,2025-03-25,KH-00104,,,,108500000.0,92,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
534,BH25.0497,C25TTN,00000516,2025-03-25,KH-00010,,,,73200000.0,60,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
535,BH25.0502,C25TTN,00000522,2025-03-25,KH-00270,,,,114580000.0,100,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
536,BH25.0515,C25TTN,00000535,2025-03-25,KH-00217,,,,150380000.0,128,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
537,BH25.0514,C25TTN,00000534,2025-03-25,KH-00057,,,,307120000.0,260,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
538,BH25.0513,C25TTN,00000533,2025-03-25,KH-00022,,,,4720000.0,4,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
539,BH25.0501,C25TTN,00000520,2025-03-25,KH-00269,,,,105357000.0,100,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
540,BH25.0511,C25TTN,00000531,2025-03-25,KH-00027,,,,23520000.0,20,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
541,BH25.0510,C25TTN,00000530,2025-03-25,KH-00134,,,,185418488.0,112,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
542,BH25.0517,C25TTN,00000537,2025-03-25,KH-00272,,,,52060000.0,46,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
543,BH25.0512,C25TTN,00000532,2025-03-25,KH-00067,,,,54576860.0,36,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
544,BH25.0507,C25TTN,00000527,2025-03-25,KH-00271,,,,40060000.0,36,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
545,BH25.0506,C25TTN,00000526,2025-03-25,KH-00214,,,,117387000.0,100,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
546,BH25.0505,C25TTN,00000525,2025-03-25,KH-00120,,,,94355000.0,72,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
547,BH25.0504,C25TTN,00000524,2025-03-25,KH-00024,,,,99260000.0,80,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
548,BH25.0503,C25TTN,00000523,2025-03-25,KH-00219,,,,78800000.0,52,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
549,BH25.0508,C25TTN,00000528,2025-03-25,KH-00119,,,,50282078.0,42,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
550,BH25.0559,C25TTN,00000579,2025-03-26,KH-00016,,,,35000000.0,30,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
551,BH25.0565,C25TTN,00000585,2025-03-26,KH-00285,,,,59922000.0,44,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
552,BH25.0564,C25TTN,00000584,2025-03-26,KH-00292,,,,56254002.0,60,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
553,BH25.0563,C25TTN,00000583,2025-03-26,KH-00256,,,,46040000.0,58,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
554,BH25.0562,C25TTN,00000582,2025-03-26,KH-00167,,,,30240000.0,26,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
555,BH25.0561,C25TTN,00000581,2025-03-26,KH-00291,,,,48000000.0,40,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
556,BH25.0560,C25TTN,00000580,2025-03-26,KH-00290,,,,29405286.0,22,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
557,BH25.0558,C25TTN,00000578,2025-03-26,KH-00289,,,,41440000.0,34,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
558,BH25.0566,C25TTN,00000586,2025-03-26,KH-00091,,,,743680000.0,604,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
559,BH25.0556,C25TTN,00000576,2025-03-26,KH-00288,,,,35300000.0,30,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
560,BH25.0555,C25TTN,00000575,2025-03-26,KH-00193,,,,74500000.0,60,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
561,BH25.0554,C25TTN,00000574,2025-03-26,KH-00088,,,,100020000.0,92,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
562,BH25.0553,C25TTN,00000573,2025-03-26,KH-00287,,,,9222222.0,4,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
563,BH25.0552,C25TTN,00000572,2025-03-26,KH-00001,,,,4611112.0,2,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
564,BH25.0551,C25TTN,00000571,2025-03-26,KH-00286,,,,4796296.0,2,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
565,BH25.0550,C25TTN,00000570,2025-03-26,KH-00161,,,,172448102.0,94,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
566,BH25.0557,C25TTN,00000577,2025-03-26,KH-00289,,,,33220000.0,28,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
567,BH25.0581,C25TTN,00000601,2025-03-27,KH-00283,,,,37460000.0,32,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
568,BH25.0582,C25TTN,00000602,2025-03-27,KH-00251,,,,82740000.0,86,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
569,BH25.0583,C25TTN,00000603,2025-03-27,KH-00231,,,,127125000.0,96,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
570,BH25.0584,C25TTN,00000604,2025-03-27,KH-00298,,,,105755148.0,72,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
571,BH25.0588,C25TTN,00000608,2025-03-27,KH-00299,,,,48860000.0,42,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
572,BH25.0587,C25TTN,00000607,2025-03-27,KH-00004,,,,85200000.0,66,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
573,BH25.0580,C25TTN,00000600,2025-03-27,KH-00221,,,,49880000.0,42,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
574,BH25.0589,C25TTN,00000609,2025-03-27,KH-00091,,,,868000000.0,800,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
575,BH25.0590,C25TTN,00000610,2025-03-27,KH-00161,,,,150848144.0,86,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
576,BH25.0585,C25TTN,00000605,2025-03-27,KH-00262,,,,55160000.0,46,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
577,BH25.0579,C25TTN,00000599,2025-03-27,KH-00064,,,,100020000.0,86,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
578,BH25.0586,C25TTN,00000606,2025-03-27,KH-00075,,,,188536000.0,136,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
579,BH25.0577,C25TTN,00000597,2025-03-27,KH-00255,,,,53200000.0,46,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
580,BH25.0576,C25TTN,00000596,2025-03-27,KH-00148,,,,50860000.0,44,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
581,BH25.0575,C25TTN,00000595,2025-03-27,KH-00196,,,,26100000.0,22,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
582,BH25.0574,C25TTN,00000594,2025-03-27,KH-00297,,,,41300000.0,34,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
583,BH25.0573,C25TTN,00000593,2025-03-27,KH-00296,,,,47160000.0,40,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
584,BH25.0572,C25TTN,00000592,2025-03-27,KH-00295,,,,68800000.0,58,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
585,BH25.0571,C25TTN,00000591,2025-03-27,KH-00200,,,,54754000.0,40,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
586,BH25.0570,C25TTN,00000590,2025-03-27,KH-00111,,,,93177000.0,72,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
587,BH25.0569,C25TTN,00000589,2025-03-27,KH-00085,,,,46040000.0,40,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
588,BH25.0568,C25TTN,00000588,2025-03-27,KH-00294,,,,4611112.0,2,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
589,BH25.0567,C25TTN,00000587,2025-03-27,KH-00293,,,,40555556.0,20,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
590,BH25.0578,C25TTN,00000598,2025-03-27,KH-00064,,,,105600000.0,90,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
591,BH25.0625,C25TTN,00000646,2025-03-28,KH-00132,,,,138880000.0,118,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
592,BH25.0624,C25TTN,00000645,2025-03-28,KH-00312,,,,93500000.0,80,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
593,BH25.0623,C25TTN,00000644,2025-03-28,KH-00311,,,,79920000.0,60,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
594,BH25.0622,C25TTN,00000643,2025-03-28,KH-00310,,,,69540000.0,60,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
595,BH25.0618,C25TTN,00000639,2025-03-28,KH-00309,,,,43220000.0,42,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
596,BH25.0639,C25TTN,00000660,2025-03-28,KH-00091,,,,829562628.0,950,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
597,BH25.0620,C25TTN,00000641,2025-03-28,KH-00067,,,,33662962.0,28,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
598,BH25.0619,C25TTN,00000640,2025-03-28,KH-00147,,,,36280390.0,30,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
599,BH25.0626,C25TTN,00000647,2025-03-28,KH-00248,,,,59058146.0,36,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
600,BH25.0621,C25TTN,00000642,2025-03-28,KH-00155,,,,36844234.0,30,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
601,BH25.0627,C25TTN,00000648,2025-03-28,KH-00313,,,,37460000.0,32,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
602,BH25.0633,C25TTN,00000654,2025-03-28,KH-00035,,,,46720000.0,38,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
603,BH25.0629,C25TTN,00000650,2025-03-28,KH-00258,,,,44202962.0,42,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
604,BH25.0630,C25TTN,00000651,2025-03-28,KH-00256,,,,37300000.0,30,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
605,BH25.0631,C25TTN,00000652,2025-03-28,KH-00314,,,,141280000.0,122,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
606,BH25.0632,C25TTN,00000653,2025-03-28,KH-00315,,,,41779962.0,32,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
607,BH25.0634,C25TTN,00000655,2025-03-28,KH-00282,,,,24300000.0,20,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
608,BH25.0635,C25TTN,00000656,2025-03-28,KH-00042,,,,31982398.0,20,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
609,BH25.0636,C25TTN,00000657,2025-03-28,KH-00194,,,,239372002.0,170,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
610,BH25.0637,C25TTN,00000658,2025-03-28,KH-00316,,,,84785000.0,60,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
611,BH25.0638,C25TTN,00000659,2025-03-28,KH-00317,,,,35100000.0,30,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
612,BH25.0617,C25TTN,00000638,2025-03-28,KH-00308,,,,77680000.0,62,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
613,BH25.0628,C25TTN,00000649,2025-03-28,KH-00257,,,,44562962.0,42,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
614,BH25.0616,C25TTN,00000637,2025-03-28,KH-00307,,,,59035148.0,40,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
615,BH25.0609,C25TTN,00000630,2025-03-28,KH-00304,,,,35420000.0,30,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
616,BH25.0614,C25TTN,00000635,2025-03-28,KH-00288,,,,36680000.0,32,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
617,BH25.0615,C25TTN,00000636,2025-03-28,KH-00064,,,,137760000.0,100,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
618,BH25.0591,C25TTN,00000612,2025-03-28,KH-00300,,,,34980000.0,30,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
619,BH25.0592,C25TTN,00000613,2025-03-28,KH-00251,,,,97500000.0,82,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
620,BH25.0593,C25TTN,00000614,2025-03-28,KH-00225,,,,49420000.0,40,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
621,BH25.0594,C25TTN,00000615,2025-03-28,KH-00282,,,,35400000.0,30,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
622,BH25.0595,C25TTN,00000616,2025-03-28,KH-00207,,,,82725444.0,46,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
623,BH25.0596,C25TTN,00000617,2025-03-28,KH-00063,,,,62200000.0,40,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
624,BH25.0597,C25TTN,00000618,2025-03-28,KH-00107,,,,47980000.0,40,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
625,BH25.0598,C25TTN,00000619,2025-03-28,KH-00049,,,,58536096.0,38,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
626,BH25.0599,C25TTN,00000620,2025-03-28,KH-00298,,,,86860000.0,70,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
627,BH25.0601,C25TTN,00000622,2025-03-28,KH-00209,,,,54185286.0,44,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
628,BH25.0600,C25TTN,00000621,2025-03-28,KH-00078,,,,23940000.0,20,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
629,BH25.0603,C25TTN,00000624,2025-03-28,KH-00167,,,,49460000.0,40,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
630,BH25.0604,C25TTN,00000625,2025-03-28,KH-00256,,,,35740000.0,32,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
631,BH25.0605,C25TTN,00000626,2025-03-28,KH-00092,,,,31645286.0,20,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
632,BH25.0606,C25TTN,00000627,2025-03-28,KH-00302,,,,73820000.0,60,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
633,BH25.0607,C25TTN,00000628,2025-03-28,KH-00303,,,,25960000.0,22,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
634,BH25.0608,C25TTN,00000629,2025-03-28,KH-00168,,,,28480000.0,24,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
635,BH25.0610,C25TTN,00000631,2025-03-28,KH-00305,,,,25540000.0,22,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
636,BH25.0611,C25TTN,00000632,2025-03-28,KH-00028,,,,33080000.0,30,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
637,BH25.0612,C25TTN,00000633,2025-03-28,KH-00004,,,,24720000.0,20,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
638,BH25.0613,C25TTN,00000634,2025-03-28,KH-00306,,,,32860000.0,28,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
639,BH25.0602,C25TTN,00000623,2025-03-28,KH-00301,,,,129880000.0,112,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
640,BH25.0646,C25TTN,00000667,2025-03-29,KH-00289,,,,54700000.0,46,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
641,BH25.0648,C25TTN,00000669,2025-03-29,KH-00319,,,,55957000.0,44,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
642,BH25.0647,C25TTN,00000668,2025-03-29,KH-00057,,,,224260000.0,190,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
643,BH25.0645,C25TTN,00000666,2025-03-29,KH-00067,,,,46788248.0,34,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
644,BH25.0643,C25TTN,00000664,2025-03-29,KH-00147,,,,186606012.0,156,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
645,BH25.0642,C25TTN,00000663,2025-03-29,KH-00288,,,,35085924.0,30,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
646,BH25.0641,C25TTN,00000662,2025-03-29,KH-00040,,,,93600000.0,52,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
647,BH25.0640,C25TTN,00000661,2025-03-29,KH-00318,,,,61360000.0,52,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
648,BH25.0644,C25TTN,00000665,2025-03-29,KH-00207,,,,58774000.0,38,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
649,BH25.0673,C25TTN,00000694,2025-03-31,KH-00328,,,,75560000.0,60,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
650,BH25.0674,C25TTN,00000695,2025-03-31,KH-00139,,,,35460000.0,30,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
651,BH25.0675,C25TTN,00000696,2025-03-31,KH-00272,,,,35780000.0,30,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
652,BH25.0676,C25TTN,00000697,2025-03-31,KH-00329,,,,43333334.0,20,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
653,BH25.0677,C25TTN,00000698,2025-03-31,KH-00330,,,,123120000.0,112,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
654,BH25.0678,C25TTN,00000699,2025-03-31,KH-00331,,,,33920000.0,30,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
655,BH25.0679,C25TTN,00000700,2025-03-31,KH-00256,,,,85680000.0,90,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
656,BH25.0680,C25TTN,00000701,2025-03-31,KH-00332,,,,49020000.0,42,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
657,BH25.0681,C25TTN,00000702,2025-03-31,KH-00276,,,,60700000.0,52,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
658,BH25.0682,C25TTN,00000703,2025-03-31,KH-00117,,,,49060000.0,42,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
659,BH25.0685,C25TTN,00000706,2025-03-31,KH-00193,,,,89338772.0,70,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
660,BH25.0684,C25TTN,00000705,2025-03-31,KH-00073,,,,55105000.0,34,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
661,BH25.0686,C25TTN,00000707,2025-03-31,KH-00333,,,,45940000.0,40,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
662,BH25.0687,C25TTN,00000708,2025-03-31,KH-00078,,,,33620000.0,30,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
663,BH25.0688,C25TTN,00000709,2025-03-31,KH-00305,,,,38800000.0,30,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
664,BH25.0689,C25TTN,00000710,2025-03-31,KH-00094,,,,36920000.0,32,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
665,BH25.0690,C25TTN,00000711,2025-03-31,KH-00154,,,,15700000.0,14,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
666,BH25.0691,C25TTN,00000712,2025-03-31,KH-00088,,,,2260000.0,2,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
667,BH25.0692,C25TTN,00000713,2025-03-31,KH-00152,,,,39360000.0,34,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
668,BH25.0693,C25TTN,00000714,2025-03-31,KH-00215,,,,13200000.0,12,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
669,BH25.0683,C25TTN,00000704,2025-03-31,KH-00115,,,,39780000.0,40,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
670,BH25.0672,C25TTN,00000693,2025-03-31,KH-00327,,,,111940000.0,94,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
671,BH25.0663,C25TTN,00000684,2025-03-31,KH-00152,,,,61070232.0,54,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
672,BH25.0670,C25TTN,00000691,2025-03-31,KH-00092,,,,42800000.0,36,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
673,BH25.0649,C25TTN,00000670,2025-03-31,KH-00186,,,,56430556.0,30,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
674,BH25.0650,C25TTN,00000671,2025-03-31,KH-00320,,,,36040000.0,30,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
675,BH25.0671,C25TTN,00000692,2025-03-31,KH-00250,,,,39780000.0,40,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
676,BH25.0652,C25TTN,00000673,2025-03-31,KH-00172,,,,257555554.0,152,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
677,BH25.0653,C25TTN,00000674,2025-03-31,KH-00062,,,,95400000.0,74,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
678,BH25.0654,C25TTN,00000675,2025-03-31,KH-00109,,,,102600000.0,86,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
679,BH25.0655,C25TTN,00000676,2025-03-31,KH-00163,,,,35599118.0,32,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
680,BH25.0656,C25TTN,00000677,2025-03-31,KH-00321,,,,44500000.0,38,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
681,BH25.0657,C25TTN,00000678,2025-03-31,KH-00192,,,,29920000.0,24,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
682,BH25.0658,C25TTN,00000679,2025-03-31,KH-00097,,,,24390232.0,24,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
683,BH25.0651,C25TTN,00000672,2025-03-31,KH-00134,,,,30720000.0,24,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
684,BH25.0660,C25TTN,00000681,2025-03-31,KH-00222,,,,38222962.0,30,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
685,BH25.0661,C25TTN,00000682,2025-03-31,KH-00322,,,,32760000.0,28,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
686,BH25.0662,C25TTN,00000683,2025-03-31,KH-00323,,,,21700000.0,18,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
687,BH25.0664,C25TTN,00000685,2025-03-31,KH-00130,,,,111560000.0,96,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
688,BH25.0665,C25TTN,00000686,2025-03-31,KH-00067,,,,7540000.0,6,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
689,BH25.0666,C25TTN,00000687,2025-03-31,KH-00324,,,,68360000.0,56,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
690,BH25.0667,C25TTN,00000688,2025-03-31,KH-00325,,,,119912936.0,76,pending,2026-05-20 04:20:40,2026-05-20 04:20:40
